Taimekaitsevahendi ID,Taimekaitsevahendi nimi,Taimekaitsevahendi liik,Taimekaitsevahendi alamliik,Preparatiivne vorm,Loa valdaja,Loa valdaja aadress,On keemiline,Registreerimise number,Registreerimise kuupäev,Turulelaskmise loa lõpptähtaeg,Müüdav tunnistusega,Ohutuslaused hoiatuslaused,Riskilaused ohulaused,Ohtlikkuse kategooria,Ohumärgid piktogrammid ja tunnussõna,Ohtlikud ained etiketil,Taimekaitsevahendi tootja aadress,Taimekaitsevahendi pakendaja,Pakendi suurus,Vabamüügis olevad pakendid,EL kombineeritud nomenklatuur
284,Juventus 90,Kasvuregulaator;Fungitsiid,,Emulsioonikontsentraat,BASF UAB,"Spaudos g. 6-1, LT-05132 Vilnius, Leedu",True,284,2011-05-30,2032-08-13,True,"P391 Mahavoolanud toode kokku koguda. ;P405 Hoida luku taga. ;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P260 Udu/auru/pihustatud ainet mitte sisse hingata.;P202 Mitte käidelda enne ohutusnõuetega tutvumist ja nendest arusaamist.;P264 Pärast käitlemist pesta hoolega käsi ja nägu.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ","H319 Põhjustab tugevat silmade ärritust;H361d Arvatavasti kahjustab loodet;H373 Võib kahjustada elundeid pikaajalisel või korduval kokkupuutel;H411 Mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Reproduktiivtoksilisus - Repr. 2;Mürgisus sihtelundi suhtes – korduv kokkupuude - STOT RE 2;Ohtlik vesikeskkonnale - Aquatic Chronic 2,GHS07;GHS08;GHS09;Hoiatus,"sisaldab ohtlikke aineid: metkonasool, etoksüleeritud alkoholid C9-11, dietüleenglükool","D-67056 Limburgerhof, Saksamaa",BASF SE,"0,5 l ja 1 l HDPE pudel, 5 l ja 10 l HDPE konteiner",,38089250
00851,Remocco 90,Kasvuregulaator;Fungitsiid,,Emulsioonikontsentraat,BASF UAB,"Spaudos g. 6-1, LT-05132 Vilnius, Leedu",True,00851,2023-06-21,2032-08-31,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P260 Udu/auru/pihustatud ainet mitte sisse hingata.;P202 Mitte käidelda enne ohutusnõuetega tutvumist ja nendest arusaamist.;P264 Pärast käitlemist pesta hoolega käsi ja nägu.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P391 Mahavoolanud toode kokku koguda. ;P405 Hoida luku taga. ","H319 Põhjustab tugevat silmade ärritust;H361d Arvatavasti kahjustab loodet;H373 Võib kahjustada elundeid pikaajalisel või korduval kokkupuutel;H411 Mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Reproduktiivtoksilisus - Repr. 2;Mürgisus sihtelundi suhtes – korduv kokkupuude - STOT RE 2;Ohtlik vesikeskkonnale - Aquatic Chronic 2,GHS07;GHS08;GHS09;Hoiatus,"sisaldab ohtlikke aineid: metkonasool, etoksüleeritud alkoholid C9-11, dietüleenglükool","Crop Protection Division, P.O. Box 120, 67114 Limburgerhof, Germany",BASF SE,"0,5 l ja 1 l HDPE pudel, 5 l ja 10 l HDPE konteiner",,38089250
00973,CLONKIN,Herbitsiid,,Suspensioonikontsentraat,"RAINBOW AGROSCIENCES EUROPE, S.A.U.","Poligono Industrial Fondo de litera, Autovia A-2 Km. 441, 6, 22520 Fraga (Huesca), Hispaania",True,00973,2026-03-13,2027-10-31,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 meetrit pinnaveekogust. Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 meetrit põllumajanduses mittekasutatavast maast.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P201 Enne kasutamist tutvuda erijuhistega.","EUH208 Sisaldab aklonifeeni. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime;H351 Arvatavasti põhjustab vähktõbe",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Kantserogeensus - Carc. 2,GHS09;GHS08;Hoiatus,,"11/F, Capital Centre, 151 Gloucester Road Wanchai, Hong Kong, Hiina","Shandong Rainbow Agrosciences Co., Limited.","1 l HDPE pudel, 5 l, 10 l, 15 l HDPE kanistrid",,38089327
00784,Teppeki,Insektitsiid,,Vees lahustuvad graanulid,ISK BIOSCIENCES EUROPE N.V,,True,00784,2020-08-26,2027-11-30,True,"P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P280 Kanda kaitsekindaid ja kaitseprille või kaitsemaski.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe8 Mesilastele ja teistele tolmeldajatele ohtlik. Keelatud kasutada õitsvatel põllumajanduskultuuridel ja umbrohtudel. Kui ei esine õitsvaid taimi, siis on lubatud kasutada ajavahemikus 22:00-05:00",H319 Põhjustab tugevat silmade ärritust;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Raske silmakahjustus/silmade ärritus - Eye Irrit. 2,GHS07;Hoiatus,,"Pegasus Park, DeKleetlaan 12B-box9 B-1831Diegem, Belgium Tel",ISK Biosciences Europe N.V.,"100 g, 140 g, 150 g pakitud 250 mL HDPE and COEX (PE/PA) pudelitesse; 200 g, 250 g, 300 g, 350 g, 400 g pakitud 500 mL HDPE and COEX (PE/PA) pudelitesse; 450 g, 500 g, 560 g, 700 g, 1 kg pakitud 1 L HDPE and COEX (PE/PA) pudelitesse; 2 kg pakitud 3 L COEX (PE/PA) pudelisse",,38089190
168,Terpal,Kasvuregulaator,,Vesilahus/Vees lahustuv kontsentraat,BASF UAB,"Spaudos g. 6-1, LT-05132 Vilnius, Leedu",True,168,2009-10-29,2027-02-28,True,"P234 Hoida üksnes originaalpakendis. ;P264 Pärast käitlemist pesta hoolega käsi ja nägu.;P270 Toote käitlemise ajal mitte süüa, juua ega suitsetada. ;P301+P312 ALLANEELAMISE KORRAL: halva enesetunde korral võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P330 Loputada suud;P390 Mahavoolanud toode absorbeerida, et see ei kahjustaks teisi materjale. ;P391 Mahavoolanud toode kokku koguda. ;P406 Hoida sööbekindlas/sööbekindla sisevooderdisega mahutis. ;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).","H290 Võib söövitada metalle;H302 Allaneelamisel kahjulik;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Metalli söövitav aine ja segu - Met. Corr. 1;Äge mürgisus - Acute Tox. 4;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS05;GHS07;GHS09;Hoiatus,Toode sisaldab ohtlikke aineid: mepikvaatkloriid ja etefoon,"D-67056 Ludwigshafen, Saksamaa",BASF SE,"1 l, 5 l, 10 l HDPE konteinerid",,38089390
00979,BENMAR,Fungitsiid,,Vees dispergeeruvad graanulid,"RAINBOW AGROSCIENCES EUROPE, S.A.U.","Poligono Industrial Fondo de litera, Autovia A-2 Km. 441, 6, 22520 Fraga (Huesca), Hispaania",True,00979,2026-05-07,2027-04-15,True,SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P102 Hoida lastele kättesaamatus kohas.;P101 Arsti poole pöördudes võtta kaasa toote pekend või etikett.,"EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H411 Mürgine veeorganismidele, pikaajaline toime",Ohtlik vesikeskkonnale - Aquatic Chronic 2,GHS09;Puudub,boskaliid,"11/F, Capital Centre, 151 Gloucester Road Wanchai, Hong Kong, Hiina",Shandong Rainbow Agrosciences Co. Limited,1 kg kuni 5 kg kotid,,38089290
00958,Teldor,Fungitsiid,,Vees lahustuvad graanulid,PÕLLUMAJANDUS- JA TOIDUAMET,"Teaduse 2, Saku, Harjumaa 75501",True,00958,2025-12-31,2031-12-31,True,P102 Hoida lastele kättesaamatus kohas.;P391 Mahavoolanud toode kokku koguda. ;P280 Kanda kaitsekindaid.;SPe3 Veeorganismide kaitsmiseks pidada kinni veekogude piiri puhvervööndite ning triivi vähendavate otsakute kombinatsiooni tabelist.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).,"H411 Mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;EUH208 Sisaldab 4-amino-2,3-diklorofenooli. Võib esile kutsuda allergilise reaktsiooni",Ohtlik vesikeskkonnale - Aquatic Chronic 2,GHS09;Hoiatus,Fenheksamiid.,"Kaiser-Wilhelm-Allee 1, 51373 Leverkusen, Saksamaa",Bayer AG,5 g kuni 10 kg Al-komposiitpakendid,,38089290
00976,Alar 85 SG,Kasvuregulaator,,Vees lahustuvad graanulid,UPL HOLDINGS COÖPERATIEF U.A.,"Claudius Prinsenlaan 144 A, Blok A 4818CP Breda NETHERLANDS",True,00976,2026-03-25,2027-09-15,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P273 Vältida sattumist keskkonda. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P405 Hoida luku taga. ;P202 Mitte käidelda enne ohutusnõuetega tutvumist ja nendest arusaamist.",H351 Arvatavasti põhjustab vähktõbe;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Kantserogeensus - Carc. 2,GHS08;Hoiatus,daminosiid,"Claudius Prinsenlaan 144 A, Blok A 4818CP Breda NETHERLANDS",Laboratoire Didier Varenne sas,300 g; 1 kg; 2 kg,,38089390
00977,ROMBLE,Fungitsiid,,Suspensioonikontsentraat,"RAINBOW AGROSCIENCES EUROPE, S.A.U.","Poligono Industrial Fondo de litera, Autovia A-2 Km. 441, 6, 22520 Fraga (Huesca), Hispaania",True,00977,2026-03-26,2028-05-31,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;P312 Halva enesetunde korral võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;P304+P340 SISSEHINGAMISE KORRAL: toimetada kannatanu värske õhu kätte ja asetada mugavasse puhkeasendisse, mis võimaldab kergesti hingata.;P261 Vältida pihustatud aine sissehingamist.;P391 Mahavoolanud toode kokku koguda. ","H332 Sissehingamisel kahjulik;EUH208 Sisaldab 1,2-bensisotiasool-3(2H)-ooni. Võib esile kutsuda allergilise reaktsiooni.;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Äge mürgisus - Acute Tox. 4;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS09;Hoiatus,Asoksüstrobiin; etoksüleeritud alkoholid C16-C18,"Limited. 11/F, Capital Centre, 151 Gloucester Road Wanchai, Hong Kong, Hiina",Shandong Rainbow Agrosciences Co.,"1 l, 5 l, 10 l, 20 l",,38089290
00974,FERROCIOUS,Molluskitsiid,,Kasutusvalmis sööt,SHARDA CROPCHEM ESPAÑA S.L.,"Sharda Cropchem España SL, Edifico Atalayas Business Center, Carril Condomina n°3, 12 th Floor, 30006 Murcia, Hispaania",True,00974,2026-03-20,2031-12-31,True,SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).,EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Klassifikatsioon puudub,,,"Domnic Holm, 29th Road, Bandra (West), Mumbai – 400 050, India",Sharda Cropchem Ltd.,"250 g, 500 g, 1.75 kg, 3.5 kg HDPE pudel 5 kg, 10 kg PP pudel",,38089990
212,Ariane S,Herbitsiid,,"Emulsioon, õli vees",CORTEVA AGRISCIENCE DENMARK A/S,"Langebrogade 3H,  DK-1411 Kobenhavn K, Taani",True,212,2011-04-29,2031-04-30,True,"P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P391 Mahavoolanud toode kokku koguda. ;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaveekogudest. Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;P261 Vältida auru ja pihustatud aine sissehingamist;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust","H317 Võib põhjustada allergilist nahareaktsiooni;H319 Põhjustab tugevat silmade ärritust;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1B,GHS07;GHS09;Hoiatus,-,"BP 20, Zone Industrielle, F-67410 Drusenheim, France",Corteva Agriscience Denmark A/S,"0,25 l, 0,5 l, 1 l, 2 l, 3 l, 5 l, 10 l, 20 l",,38089311
00734,TRIANUM-P,Fungitsiid,,Vees dispergeeruvad graanulid,KOPPERT B.V.,"Veilingweg 14, 2651 BE, Berkel en Rodenrijs, the Netherlands",False,00734,2018-10-15,2027-11-30,True,P280 Kanda kaitsekindaid.;P284 Kanda hingamisteede kaitsevahendeid. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).,EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Klassifikatsioon puudub,,,"Veilingweg 14, 2651 BE, Berkel en Rodenrijs, the Netherlands",Koppert B.V.,250 g ja 500 g alumiiniumfooliumist kotid pappkarbis,,38089290
414,Kaiso 50 EG,Insektitsiid,,Emulgeeruvad graanulid,NUFARM  GMBH & CO KG,"St.-Peter Str. 25, A-4021 Linz, Austria",True,414,2011-08-30,2026-06-30,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P264 Pärast käitlemist pesta hoolega käsi ja nägu.;SPe8 Mesilastele ja teistele tolmeldajatele ohtlik. Keelatud kasutada õitsvatel põllumajanduskultuuridel ja umbrohtudel.;P261 Vältida tolmu/suitsu/gaasi/udu/auru/pihustatud aine sissehingamist. ;P304+P340 SISSEHINGAMISE KORRAL: toimetada kannatanu värske õhu kätte ja asetada mugavasse puhkeasendisse, mis võimaldab kergesti hingata.;P311 Võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P403+P233 Hoida hästi ventileeritavas kohas. Hoida mahuti tihedalt suletuna. ","EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime;H319 Põhjustab tugevat silmade ärritust;H302 Allaneelamisel kahjulik;H315 Põhjustab nahaärritust;H331 Sissehingamisel mürgine",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Äge mürgisus - Acute Tox. 4;Äge mürgisus - Acute Tox. 3;Nahasöövitus/-ärritus - Skin Irrit. 2,GHS09;GHS06;Ettevaatust,Lambda-tsühalotriin,"8 Manu Street, Otahuhu, Auckland 2024, New Zealand, PO Box 22407, Auckland 1640, New Zealand",Nufarm New Zealand,"0,6 kg, 3 kg, 6 kg",,38089110
646,Mirador Forte,Fungitsiid,,Emulsioonikontsentraat,ADAMA REGISTRATIONS B.V.,"P.O. Box 355, 3830 AK Leusden, The Netherlands",True,646,2016-10-11,2027-08-15,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;P391 Mahavoolanud toode kokku koguda. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P201 Enne kasutamist tutvuda erijuhistega.;P102 Hoida lastele kättesaamatus kohas.","EUH208 Sisaldab triisobutüülfosfaati. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime;H361d Arvatavasti kahjustab loodet;H319 Põhjustab tugevat silmade ärritust",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Reproduktiivtoksilisus - Repr. 2;Raske silmakahjustus/silmade ärritus - Eye Irrit. 2,GHS09;GHS08;GHS07;Hoiatus,asoksüstrobiin ja tebukonasool,"P.O. Box 60, 84100 Beer-Sheva, Israel",ADAMA Makhteshim Ltd.,"1 l HDPE pudel, 5 l HDPE kanister, 10 l HDPE kanister, 20 l HDPE kanister",,38089250
216,Shirlan 500 SC,Fungitsiid,,Suspensioonikontsentraat,ISK BIOSCIENCES EUROPE N.V,"Pegasus Park, De Kleetlaan 12B – Box 9, B-1831 Diegem, Belgium",True,216,2009-10-29,2027-04-15,True,"P201 Enne kasutamist tutvuda erijuhistega.;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;P261 Vältida pihustatud aine sissehingamist.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;P391 Mahavoolanud toode kokku koguda. ;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P102 Hoida lastele kättesaamatus kohas.","EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;EUH066 Korduv kokkupuude võib põhjustada naha kuivust või lõhenemist;H410 Väga mürgine veeorganismidele, pikaajaline toime;H361d Arvatavasti kahjustab loodet;H317 Võib põhjustada allergilist nahareaktsiooni",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Reproduktiivtoksilisus - Repr. 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1,GHS09;GHS08;GHS07;Hoiatus,fluasinaam,"Pegasuspark, De Kleetlaan 12 b, Box 9, 1831 Diegem, Belgium.",ISK Biosciences Europe N.V.,"1 l PET pudel, 5 l HDPE konteiner, 10 l HDPE konteiner, 20 l HDPE konteiner",,38089290
00955,Evagio Forte,Fungitsiid,,Suspensioonikontsentraat,SYNGENTA POLSKA SP. Z.O.O.,"Ul. Szamocka 8, 01-748 Warszawa, Poola",True,00955,2025-11-26,2027-09-15,True,"P201 Enne kasutamist tutvuda erijuhistega.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaveekogudest.","H319 Põhjustab tugevat silmade ärritust;H351 Arvatavasti põhjustab vähktõbe;EUH208 Sisaldab 1,2-bensisotiasool-3-ooni. Võib esile kutsuda allergilise reaktsiooni.;H410 Väga mürgine veeorganismidele, pikaajaline toime",Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Kantserogeensus - Carc. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS08;GHS09;Hoiatus,amisulbroom,"Syngenta Crop Protection AG, Rosentalstrasse 67, 4058 – Basel, Switzerland",Syngenta Crop Protection AG,"1 L, 5 L, 10L, 20L HDPE pudel või kanister",,38089260
